年,月,日,平均気温(℃),最高気温(℃),最低気温(℃),天気概況(昼),天気概況(夜)
2011,6,12,23.2,26.2,20.8,曇,雨時々曇
2011,6,13,20.9,23.5,18.2,曇時々雨,曇一時晴
2011,6,14,21.7,24.6,19.7,曇,曇一時雨
2011,6,15,21.3,23.5,19.6,曇,曇後一時雨
2011,6,16,21.1,23.7,18.4,曇時々雨,雨
2011,6,17,19.2,21.0,17.7,雨後一時曇,曇
2011,6,18,20.3,22.2,18.8,曇後雨,曇時々雨
2011,6,19,21.8,24.5,19.4,曇,曇
2011,6,20,23.9,26.5,21.5,曇後時々雨,曇時々雨
2011,6,21,25.5,29.8,23.0,薄曇一時雨,晴一時薄曇
2011,6,22,27.2,31.9,21.8,晴後一時曇,曇一時晴後雨
2011,6,23,28.2,32.2,25.7,曇時々雨,晴時々薄曇
2011,6,24,29.1,32.7,26.1,薄曇,晴時々薄曇
2011,6,25,24.3,27.9,20.4,曇後一時雨,曇一時雨
2011,6,26,21.3,22.7,19.8,曇,曇後時々雨
2011,6,27,22.3,23.8,20.4,曇時々雨,曇後時々雨
2011,6,28,27.3,31.9,22.7,曇後晴,快晴
2011,6,29,29.8,35.1,25.3,晴,曇時々晴
2011,6,30,28.7,33.6,25.2,晴後一時雨、雷を伴う,曇時々雨
2011,7,1,28.7,33.9,24.8,曇後一時雨、雷を伴う,晴後曇
2011,7,2,26.5,28.9,24.4,曇後一時晴,晴時々曇
2011,7,3,27.6,31.1,24.1,薄曇,晴時々薄曇
2011,7,4,29.6,34.3,26.9,薄曇一時晴,曇後時々雨、雷を伴う
2011,7,5,28.0,32.3,24.3,晴時々曇,晴一時雨、雷を伴う
2011,7,6,28.0,32.5,25.4,薄曇一時晴,曇時々雨
2011,7,7,26.8,29.7,23.6,曇,曇時々雨
2011,7,8,28.6,31.4,26.5,曇一時雨,曇
2011,7,9,29.4,32.5,27.3,曇後晴,晴
2011,7,10,29.3,33.6,26.4,快晴,晴
2011,7,11,29.2,33.8,26.1,晴,晴
2011,7,12,28.7,32.3,26.2,晴一時曇,晴後一時曇
2011,7,13,28.6,32.7,26.4,晴,晴
2011,7,14,28.9,33.4,25.9,晴,晴
2011,7,15,29.4,33.7,25.9,快晴,晴
2011,7,16,29.0,33.3,26.4,晴,快晴
2011,7,17,29.6,34.1,26.1,快晴,晴後一時曇
2011,7,18,30.1,34.8,27.4,曇後一時雨,曇一時雨
2011,7,19,27.9,28.7,26.5,雨時々曇,曇時々雨
2011,7,20,25.9,28.7,21.1,雨後一時曇,雨時々曇
2011,7,21,20.7,23.6,18.2,雨後曇,晴後一時曇
2011,7,22,21.0,24.2,18.0,曇時々晴,曇時々晴
2011,7,23,23.1,27.5,18.9,曇,曇時々晴
2011,7,24,26.0,30.3,22.7,曇一時晴,曇時々晴
2011,7,25,27.6,31.5,25.1,薄曇一時晴,晴時々薄曇
2011,7,26,27.5,30.4,25.4,曇一時晴,曇
2011,7,27,28.3,31.8,25.5,曇一時雨,曇時々雨
2011,7,28,26.4,29.6,24.1,曇一時雨,雨時々曇、雷を伴う
2011,7,29,26.5,29.4,25.0,雨後曇,雨時々曇、雷を伴う
2011,7,30,25.7,29.7,23.1,曇一時晴,曇時々雨、雷を伴う
2011,7,31,23.5,25.1,22.2,曇一時雨,曇
2011,8,1,24.5,27.3,22.1,曇,曇後一時晴
2011,8,2,25.5,29.1,22.0,曇,曇
2011,8,3,26.1,29.3,24.4,曇後時々雨,曇一時晴
2011,8,4,27.4,31.1,24.3,曇時々晴一時雨,晴後曇一時雨
2011,8,5,27.8,31.2,25.1,晴一時曇,晴後曇
2011,8,6,29.0,32.3,26.0,曇後一時雨,曇後一時晴
2011,8,7,28.9,34.5,26.0,薄曇後一時雨、雷を伴う,雨時々曇後晴、雷を伴う
2011,8,8,29.3,33.2,25.5,晴後薄曇,晴時々薄曇
2011,8,9,30.2,33.9,27.4,晴時々薄曇,晴
2011,8,10,30.5,34.6,27.4,晴,晴
2011,8,11,31.0,35.2,28.2,晴後一時雨、雷を伴う,晴時々曇
2011,8,12,31.2,35.1,28.1,晴,晴一時曇
2011,8,13,30.0,34.5,27.2,晴後薄曇,曇時々晴
2011,8,14,30.0,33.6,27.7,曇後晴,晴
2011,8,15,30.3,33.2,27.4,晴,曇後晴
2011,8,16,30.3,33.6,27.4,晴後時々薄曇,晴一時薄曇
2011,8,17,30.7,33.8,27.5,晴時々薄曇,晴後一時薄曇
2011,8,18,31.9,36.1,28.7,晴後薄曇,曇
2011,8,19,25.3,30.9,22.0,大雨一時曇、雷を伴う,曇一時雨
2011,8,20,23.7,25.8,22.3,曇,雨時々曇
2011,8,21,20.6,23.5,19.3,雨,雨
2011,8,22,21.2,22.9,19.5,雨時々曇,曇後霧雨
2011,8,23,25.9,30.9,21.4,曇一時霧雨後晴,晴時々曇
2011,8,24,28.1,32.0,25.6,曇後晴,雨時々曇
2011,8,25,27.2,29.3,25.1,雨後曇,曇
2011,8,26,26.2,31.9,22.9,曇後大雨、雷を伴う,雨
2011,8,27,24.3,27.5,21.9,曇,晴時々曇
2011,8,28,25.6,29.8,22.1,晴,晴後曇
2011,8,29,26.0,29.8,23.1,晴時々曇,曇時々晴
2011,8,30,26.3,31.7,22.7,晴後一時曇,雨時々曇
2011,8,31,26.4,30.4,21.6,曇,曇一時雨、雷を伴う
2011,9,1,28.5,31.9,26.0,曇,雨時々曇
2011,9,2,28.5,31.9,24.9,曇時々雨一時晴,曇時々雨
2011,9,3,28.0,30.4,24.3,曇一時雨,曇一時雨
2011,9,4,27.2,29.4,25.6,曇一時雨,曇一時雨
2011,9,5,26.5,29.0,24.5,曇一時雨,雨一時曇
2011,9,6,24.5,29.3,21.8,曇時々晴後一時雨,曇時々雨
2011,9,7,24.9,29.4,20.3,晴一時曇,晴
2011,9,8,25.7,29.7,21.8,曇後晴,薄曇
2011,9,9,27.8,31.4,24.1,晴時々曇,晴
2011,9,10,28.4,32.3,25.6,晴,晴
2011,9,11,27.7,30.9,25.8,薄曇時々晴,晴後一時曇
2011,9,12,28.3,32.5,25.7,晴,晴
2011,9,13,28.3,32.3,25.6,晴,晴後一時曇
2011,9,14,28.3,32.3,25.2,晴,晴
2011,9,15,28.3,32.4,25.7,晴,晴
2011,9,16,28.2,31.7,25.0,薄曇時々晴,曇一時雨
2011,9,17,28.0,31.4,25.5,曇後一時晴,晴一時曇
2011,9,18,28.5,31.7,26.2,晴,晴
2011,9,19,25.7,31.1,19.5,曇時々晴,雨一時曇
2011,9,20,19.9,21.5,18.7,雨時々曇,大雨
2011,9,21,22.2,26.3,17.3,暴風雨,曇時々晴一時雨、大風を伴う
2011,9,22,23.4,29.5,18.5,晴後雨,雨後曇
2011,9,23,20.3,22.5,19.0,曇後一時晴,晴時々曇
2011,9,24,20.5,24.8,15.9,晴後一時曇,晴時々曇
2011,9,25,20.2,23.5,17.5,曇後一時晴,晴後曇
2011,9,26,18.9,20.2,17.5,曇後雨,曇時々雨
2011,9,27,20.2,23.7,18.1,曇後一時晴,晴後薄曇
2011,9,28,20.5,24.3,16.7,晴一時薄曇,晴後時々曇
2011,9,29,21.9,25.7,17.8,晴,晴後一時曇
2011,9,30,24.6,29.6,19.3,晴時々曇,曇一時雨
2011,10,1,22.2,25.1,19.6,曇一時晴,曇
2011,10,2,18.5,20.1,17.4,曇,曇
2011,10,3,18.8,22.9,15.9,晴一時曇,曇一時晴
2011,10,4,18.5,22.2,14.9,晴後一時曇,曇後一時雨
2011,10,5,15.9,19.0,14.4,雨,雨
2011,10,6,20.4,25.5,15.9,晴一時雨,曇時々晴一時雨
2011,10,7,21.1,25.6,17.9,晴,晴後一時曇
2011,10,8,19.7,23.2,16.5,晴時々曇,曇時々晴一時雨
2011,10,9,20.1,22.8,17.0,晴時々曇,雨時々曇
2011,10,10,20.4,24.3,17.5,晴一時曇,薄曇一時晴
2011,10,11,21.2,25.2,18.1,薄曇,曇
2011,10,12,20.5,23.4,17.5,晴一時薄曇,曇一時晴
2011,10,13,20.5,23.7,16.9,曇,晴一時曇
2011,10,14,21.2,25.4,17.4,晴後曇,曇時々雨
2011,10,15,24.3,26.9,21.6,曇時々雨,曇時々雨
2011,10,16,24.8,29.7,20.6,曇後晴,晴時々薄曇
2011,10,17,21.5,24.6,18.5,曇後一時晴,曇
2011,10,18,19.1,21.1,16.5,曇後晴,晴一時薄曇
2011,10,19,15.9,17.5,14.9,曇,曇後一時雨
2011,10,20,17.7,20.8,14.0,曇,曇
2011,10,21,18.3,21.2,16.5,曇後時々雨,大雨
2011,10,22,19.5,23.0,16.3,曇時々雨,曇時々雨
2011,10,23,22.7,25.9,20.4,曇後一時晴,晴後時々曇
2011,10,24,20.7,22.7,19.4,曇一時晴,曇
2011,10,25,21.8,26.9,18.4,曇後時々晴,曇後晴
2011,10,26,16.7,20.3,13.4,晴,快晴
2011,10,27,15.2,19.3,11.7,快晴,快晴
2011,10,28,15.5,19.9,11.2,晴,晴
2011,10,29,16.0,20.9,11.6,晴,晴時々曇
2011,10,30,16.9,19.6,14.4,曇後一時雨,雨時々曇
2011,10,31,18.7,23.4,15.3,晴一時雨,晴
2011,11,1,17.7,21.4,14.3,晴,晴
2011,11,2,17.2,21.0,12.9,晴後薄曇,薄曇
2011,11,3,18.4,21.3,15.6,曇,晴
2011,11,4,18.4,22.0,14.8,晴一時曇,晴
2011,11,5,18.9,22.2,15.2,曇一時晴,雨時々曇
2011,11,6,18.1,19.5,17.2,曇後時々雨,曇時々雨後一時晴
2011,11,7,18.6,22.7,15.9,晴後一時曇,曇時々雨
2011,11,8,15.7,17.8,13.9,曇一時晴,曇時々晴
2011,11,9,14.3,16.6,11.7,曇一時晴,薄曇
2011,11,10,14.1,16.2,11.9,曇,曇
2011,11,11,12.4,14.4,11.2,雨,雨後曇一時晴
2011,11,12,16.4,20.4,12.9,曇時々晴,曇後一時晴
2011,11,13,17.8,21.7,13.6,晴一時薄曇,曇時々晴
2011,11,14,16.9,20.7,13.2,晴時々曇,曇時々雨
2011,11,15,14.0,16.4,11.8,曇後時々晴,晴
2011,11,16,12.6,15.8,9.7,晴後一時曇,晴
2011,11,17,14.5,19.7,9.5,晴,曇一時晴
2011,11,18,12.6,14.3,10.5,曇後一時晴,曇後一時雨
2011,11,19,16.3,22.0,12.1,大雨,雨後曇
2011,11,20,17.4,22.1,13.5,晴時々曇一時雨、雷を伴う,晴後一時曇
2011,11,21,12.6,16.5,9.3,晴,晴
2011,11,22,11.1,14.7,7.2,晴一時曇,曇時々晴
2011,11,23,12.4,15.6,8.6,晴後一時曇,曇一時雨後晴
2011,11,24,13.3,18.6,9.5,晴,晴
2011,11,25,11.4,15.7,8.1,快晴,快晴
2011,11,26,10.9,13.7,7.4,晴後一時曇,晴時々曇
2011,11,27,11.0,14.9,7.2,薄曇,薄曇時々晴
2011,11,28,12.1,14.7,8.8,曇,曇
2011,11,29,14.4,17.7,11.7,曇,薄曇後一時晴
2011,11,30,14.6,19.4,11.2,晴時々曇,雨一時曇
2011,12,1,7.8,11.6,5.5,雨後時々曇,雨一時曇、あられを伴う
2011,12,2,6.1,7.4,4.2,雨後曇,曇後雨
2011,12,3,11.1,18.9,6.7,大雨後曇,曇後一時晴
2011,12,4,13.4,16.3,10.3,快晴,晴一時薄曇
2011,12,5,11.0,16.3,8.3,晴,晴後曇
2011,12,6,8.0,9.8,6.5,曇後雨,曇一時雨
2011,12,7,9.8,13.0,6.7,晴時々薄曇,曇時々晴
2011,12,8,8.0,9.3,6.5,曇後雨,雨時々曇
2011,12,9,5.5,7.4,2.7,雨後晴、あられを伴う,快晴
2011,12,10,7.3,11.4,2.4,晴,晴
2011,12,11,8.1,14.0,2.6,快晴,快晴
2011,12,12,9.7,15.0,4.6,晴,晴
2011,12,13,9.7,13.5,6.4,快晴,晴後曇一時雨
2011,12,14,7.9,9.9,5.2,曇一時雨,曇後晴
2011,12,15,10.4,16.5,5.2,快晴,晴後曇
2011,12,16,9.0,12.8,4.1,晴後一時曇,晴一時曇
2011,12,17,6.1,10.4,2.8,快晴,快晴
2011,12,18,7.0,11.9,2.0,晴,晴
2011,12,19,6.5,9.5,3.4,晴,快晴
2011,12,20,7.0,11.1,4.0,快晴,晴後一時薄曇
2011,12,21,5.8,8.5,2.9,曇後晴,薄曇時々晴
2011,12,22,5.8,8.0,3.9,曇,快晴
2011,12,23,6.0,8.2,3.8,晴時々曇,晴後曇
2011,12,24,5.5,8.8,2.9,晴一時曇,快晴
2011,12,25,5.2,8.7,2.1,晴後時々曇,晴一時曇
2011,12,26,4.9,9.1,1.5,晴,快晴
2011,12,27,5.2,9.2,1.8,快晴,晴後一時薄曇
2011,12,28,6.2,9.3,3.9,薄曇後晴,曇時々晴
2011,12,29,6.0,10.0,2.1,快晴,晴一時薄曇
2011,12,30,6.2,9.7,3.9,快晴,晴
2011,12,31,5.6,10.0,1.8,晴,曇時々晴
2012,1,1,5.7,9.2,2.9,曇,晴一時雨
2012,1,2,6.0,10.9,3.0,曇後晴,快晴
2012,1,3,6.6,10.4,3.8,晴時々曇,曇後晴
2012,1,4,5.4,9.4,2.0,晴後一時曇,晴一時曇
2012,1,5,5.5,9.7,1.9,快晴,晴
2012,1,6,6.3,9.8,2.9,晴一時曇,晴一時曇
2012,1,7,5.7,9.1,3.1,快晴,晴後一時曇
2012,1,8,5.8,9.6,2.6,晴一時曇,曇後時々晴
2012,1,9,5.9,9.4,2.8,快晴,快晴
2012,1,10,6.7,9.8,2.5,薄曇一時晴,曇後晴
2012,1,11,5.8,11.1,2.1,曇時々晴,晴
2012,1,12,3.8,7.2,0.7,晴後時々曇,晴
2012,1,13,5.6,11.0,0.0,晴,快晴
2012,1,14,5.1,8.9,2.5,晴,晴後薄曇
2012,1,15,4.5,6.5,2.3,曇,曇
2012,1,16,4.5,5.6,3.0,曇,曇
2012,1,17,4.9,7.9,2.7,曇後晴,晴
2012,1,18,5.4,9.1,1.5,晴後薄曇,薄曇後晴
2012,1,19,6.2,10.2,2.5,曇,雨時々曇一時雪
2012,1,20,2.8,5.7,1.9,みぞれ後一時雨,雨時々曇
2012,1,21,3.4,3.7,2.7,雨時々みぞれ,雨後一時曇
2012,1,22,5.3,8.0,3.2,雨後曇,晴後一時曇
2012,1,23,5.0,8.2,0.6,雨時々曇,雪時々雨後曇、雷を伴う
2012,1,24,3.0,5.0,0.8,晴後一時曇,曇後晴
2012,1,25,4.1,9.3,-0.1,晴後一時曇,晴一時曇
2012,1,26,3.2,6.4,0.5,快晴,快晴
2012,1,27,3.2,8.0,-1.0,晴,晴
2012,1,28,2.6,6.1,-0.1,晴,曇一時晴
2012,1,29,2.9,6.8,1.0,晴一時曇,快晴
2012,1,30,3.7,6.4,1.2,晴,晴
2012,1,31,4.1,8.1,0.2,晴,晴
2012,2,1,6.0,12.4,0.1,晴後一時曇,快晴
2012,2,2,2.6,6.0,0.7,晴,快晴
2012,2,3,2.8,6.7,-1.0,快晴,快晴
2012,2,4,5.5,10.8,-1.0,快晴,快晴
2012,2,5,6.1,9.0,2.6,晴時々曇,曇一時晴
2012,2,6,4.9,5.9,3.8,雨時々曇,曇後雨
2012,2,7,7.7,10.0,5.0,雨後曇,曇
2012,2,8,6.6,9.9,3.8,曇,曇一時雪後晴
2012,2,9,4.7,8.1,0.4,晴,薄曇時々晴
2012,2,10,5.7,9.4,2.1,晴,晴
2012,2,11,5.4,9.1,1.1,晴後一時曇,曇後晴
2012,2,12,5.0,9.5,1.2,快晴,晴後薄曇
2012,2,13,5.8,9.2,1.8,曇,曇一時雨
2012,2,14,5.2,6.9,3.7,雨一時曇,曇一時雨
2012,2,15,7.6,12.7,4.9,曇,曇
2012,2,16,3.3,5.6,1.7,曇後時々雨、あられを伴う,曇時々雪一時雨、あられを伴う
2012,2,17,3.7,8.8,1.1,晴時々曇,雪後時々曇
2012,2,18,2.5,6.4,0.0,快晴,晴
2012,2,19,3.3,7.6,-0.6,晴,快晴
2012,2,20,5.8,10.4,0.7,晴,快晴
2012,2,21,8.1,12.6,2.9,晴,曇
2012,2,22,7.9,9.8,5.8,晴後曇,曇後雨
2012,2,23,7.8,11.5,5.1,雨後晴,薄曇
2012,2,24,11.5,15.4,8.3,晴時々曇,曇後雨
2012,2,25,5.8,10.2,3.6,雨後曇,曇
2012,2,26,6.0,9.2,4.0,曇,曇
2012,2,27,4.7,9.2,1.9,晴後一時曇,曇
2012,2,28,3.7,6.9,0.3,薄曇一時晴,曇後雪
2012,2,29,2.3,5.4,0.7,雪後時々雨一時曇,曇後晴
2012,3,1,8.2,12.4,3.3,曇時々晴,曇
2012,3,2,7.3,10.4,4.0,雨一時曇,雨一時霧雨後曇
2012,3,3,7.1,11.6,3.8,晴時々曇,曇
2012,3,4,5.5,6.6,3.5,曇,雨
2012,3,5,5.7,10.1,2.5,大雨後一時曇,曇
2012,3,6,11.4,15.1,8.0,曇一時雨後晴,曇一時霧雨
2012,3,7,12.6,15.7,11.0,曇,曇後時々雨
2012,3,8,9.6,11.1,7.9,雨後曇,曇後雨
2012,3,9,7.3,9.7,5.3,雨,雨
2012,3,10,5.3,7.6,2.0,雨時々みぞれ後一時曇,曇一時晴
2012,3,11,7.4,11.1,4.1,晴時々曇,晴
2012,3,12,7.2,12.6,2.9,晴一時曇,晴
2012,3,13,6.8,10.7,3.4,晴,晴
2012,3,14,7.2,10.4,3.2,晴,晴
2012,3,15,7.9,13.6,3.6,晴,快晴
2012,3,16,7.7,11.1,3.3,薄曇一時晴,曇後一時雨
2012,3,17,6.8,10.3,4.6,雨,雨一時曇後晴
2012,3,18,9.6,11.8,6.5,曇後時々雨,曇一時雨後晴
2012,3,19,9.1,12.2,6.4,晴後曇,曇
2012,3,20,8.2,12.1,4.2,晴後一時薄曇,晴時々曇
2012,3,21,8.1,11.6,4.9,快晴,晴後一時薄曇
2012,3,22,10.1,14.8,4.2,曇,曇
2012,3,23,9.9,12.2,7.8,雨一時曇,雨後一時霧雨
2012,3,24,8.4,11.6,5.9,雨後一時晴,晴
2012,3,25,9.1,13.8,5.1,晴一時曇,快晴
2012,3,26,8.2,12.1,4.6,晴後曇,晴
2012,3,27,9.6,14.0,4.4,快晴,快晴
2012,3,28,11.2,17.1,5.9,晴後一時雨,晴
2012,3,29,11.7,16.3,7.0,快晴,薄曇
2012,3,30,15.3,19.4,11.6,曇後一時晴,曇
2012,3,31,14.1,18.9,8.4,雨時々曇,曇時々雨後晴
2012,4,1,10.0,14.7,5.8,晴,晴
2012,4,2,10.8,14.9,6.6,晴,晴時々薄曇
2012,4,3,14.0,17.7,9.7,曇後雨,晴一時雨、大風を伴う
2012,4,4,11.9,15.2,8.9,晴,晴後時々薄曇
2012,4,5,14.8,20.8,10.2,晴一時薄曇,晴時々曇一時雨
2012,4,6,10.7,16.0,8.0,晴時々曇,晴一時雨
2012,4,7,8.8,13.8,5.1,晴後時々曇,曇時々晴
2012,4,8,9.5,13.5,5.1,晴,晴後一時薄曇
2012,4,9,16.6,23.8,8.0,晴後一時薄曇,快晴
2012,4,10,16.4,19.2,13.1,薄曇,曇時々晴後一時雨
2012,4,11,15.7,18.3,12.8,雨時々曇,雨後晴
2012,4,12,17.4,23.0,11.3,晴後一時薄曇,薄曇時々晴
2012,4,13,17.2,23.0,12.7,曇,雨一時曇
2012,4,14,9.9,12.8,8.8,雨,雨後晴時々曇
2012,4,15,11.8,16.3,8.7,薄曇一時晴,晴一時薄曇
2012,4,16,13.1,16.6,8.6,薄曇,曇
2012,4,17,14.9,19.1,12.0,曇後時々雨、雷を伴う,晴一時雨
2012,4,18,15.0,19.9,11.2,晴後一時曇,曇後時々雨
2012,4,19,14.2,17.6,11.8,曇一時晴,曇
2012,4,20,13.3,16.7,11.4,曇一時雨,曇
2012,4,21,11.8,14.6,10.1,曇,曇一時晴
2012,4,22,11.3,13.1,9.3,曇時々雨,雨
2012,4,23,13.4,15.7,10.5,雨,雨後晴
2012,4,24,18.3,24.3,14.1,晴一時曇,曇一時雨後時々晴、雷を伴う
2012,4,25,18.4,22.6,15.6,曇一時晴,曇一時雨
2012,4,26,18.3,21.3,16.5,雨時々曇,雨一時曇
2012,4,27,16.6,17.6,15.7,雨後一時霧雨,霧雨後曇
2012,4,28,18.3,23.2,15.6,曇後晴,曇時々晴
2012,4,29,20.6,26.0,14.9,晴後薄曇,曇
2012,4,30,20.7,23.3,19.0,曇,曇
2012,5,1,20.5,22.8,19.0,曇時々雨,曇一時雨
2012,5,2,18.8,20.9,16.9,雨一時曇,大雨
2012,5,3,17.9,19.2,16.7,大雨,曇時々雨
2012,5,4,18.6,21.9,17.1,曇時々雨,晴一時雨
2012,5,5,21.2,26.2,16.0,晴,晴後一時曇
2012,5,6,19.7,26.2,16.0,晴後一時雨、雷を伴う,晴後時々曇
2012,5,7,18.5,22.2,14.0,晴一時薄曇,晴後時々曇
2012,5,8,20.5,25.0,15.8,晴後薄曇,曇
2012,5,9,19.3,22.4,15.7,曇後雨、雷を伴う,雨後曇、雷を伴う
2012,5,10,17.1,23.3,14.3,晴後曇一時雨、雷を伴う,快晴
2012,5,11,17.4,21.9,13.8,晴後時々薄曇,晴時々薄曇
2012,5,12,16.3,21.0,12.8,晴一時曇,快晴
2012,5,13,17.0,22.3,11.9,晴後曇,晴
2012,5,14,19.7,24.6,14.9,薄曇後一時晴,薄曇後一時雨
2012,5,15,18.7,20.6,17.2,雨一時曇,雨一時霧雨後曇
2012,5,16,22.0,27.2,16.8,晴一時曇,薄曇一時晴
2012,5,17,21.6,26.9,18.2,曇後一時晴,曇後時々雨、雷を伴う
2012,5,18,18.8,23.4,15.2,晴時々曇一時雨、雷を伴う,快晴
2012,5,19,20.3,25.2,14.7,晴後一時薄曇,薄曇
2012,5,20,21.3,24.8,18.6,薄曇,曇
2012,5,21,20.2,23.9,16.5,曇,曇
2012,5,22,14.6,16.6,13.1,雨、雷を伴う,雨後霧雨
2012,5,23,18.7,25.0,13.3,曇時々晴,曇後晴
2012,5,24,22.0,27.1,17.6,薄曇一時晴,曇
2012,5,25,20.4,22.1,18.3,曇時々雨,曇一時雨
2012,5,26,21.0,25.0,17.4,薄曇,曇後一時晴
2012,5,27,22.5,27.0,19.3,晴,曇一時晴
2012,5,28,21.4,25.0,17.6,晴後一時雨、雷を伴う,曇時々雨一時晴
2012,5,29,20.7,25.0,16.9,晴時々曇,曇時々晴一時雨
2012,5,30,20.1,24.0,16.5,晴時々薄曇,曇
2012,5,31,20.3,24.0,17.2,薄曇,曇
2012,6,1,21.3,25.9,19.3,曇時々晴一時雨、雷を伴う,曇後晴
2012,6,2,21.6,25.9,18.0,薄曇一時晴,曇一時雨
2012,6,3,20.3,24.2,17.0,曇後一時晴,晴一時曇
2012,6,4,22.1,26.5,17.7,晴後薄曇,曇
2012,6,5,21.7,23.5,20.5,曇,曇時々雨
2012,6,6,19.4,21.5,17.3,雨後曇,晴一時曇
2012,6,7,21.1,24.7,17.1,薄曇,曇後晴
2012,6,8,23.5,27.8,19.5,晴時々薄曇,雨時々曇
2012,6,9,19.0,21.8,18.0,雨,雨後曇
2012,6,10,21.9,27.9,18.2,曇時々晴一時雨,曇時々雨
2012,6,11,20.0,23.3,17.5,曇,曇
2012,6,12,16.9,18.7,15.8,曇後雨,雨後時々曇
2012,6,13,17.4,21.0,15.2,曇,曇
2012,6,14,18.6,23.6,15.7,曇後晴,晴後曇
2012,6,15,20.3,24.8,16.0,薄曇一時晴,曇後時々雨
2012,6,16,20.2,21.5,19.3,雨時々曇,雨一時曇
2012,6,17,23.3,27.8,19.7,曇一時雨,曇一時晴
2012,6,18,24.5,27.6,22.2,曇後晴,曇
2012,6,19,23.9,27.2,22.6,曇後雨,暴風雨後晴時々曇
2012,6,20,26.9,30.2,22.4,曇,曇
2012,6,21,23.7,26.5,21.5,雨時々曇,曇後一時雨
2012,6,22,21.1,23.1,18.2,雨後曇,曇
2012,6,23,22.2,24.9,20.6,曇,曇
2012,6,24,22.6,26.1,19.6,曇一時晴,曇
2012,6,25,18.4,20.0,17.1,曇,曇
2012,6,26,19.5,23.6,15.8,晴,曇時々晴
2012,6,27,20.6,25.1,15.9,薄曇,薄曇
2012,6,28,22.5,25.3,19.4,曇,曇
2012,6,29,23.4,27.2,20.9,曇後晴,晴時々曇
2012,6,30,23.3,27.5,20.4,晴後時々薄曇,曇
2012,7,1,21.9,24.7,19.7,雨時々曇,雨
2012,7,2,22.8,27.0,19.3,曇時々雨後晴,曇
2012,7,3,23.5,27.7,21.7,曇後雨,雨
2012,7,4,24.8,29.0,21.1,晴,曇
2012,7,5,26.7,29.4,24.2,曇,曇後時々雨
2012,7,6,25.3,28.8,22.8,曇後時々雨,雨後時々曇
2012,7,7,23.0,25.1,20.8,雨時々曇一時霧雨,雨時々曇
2012,7,8,22.6,26.6,19.9,曇一時雨,晴時々曇
2012,7,9,24.9,28.9,20.4,晴,曇
2012,7,10,26.5,31.0,23.4,晴,晴
2012,7,11,27.0,30.9,23.5,薄曇時々晴,曇一時晴
2012,7,12,26.7,27.4,25.6,雨時々曇,曇時々雨
2012,7,13,27.4,31.0,24.7,曇一時晴,曇後大雨、雷を伴う
2012,7,14,28.6,33.0,24.7,曇時々晴,曇
2012,7,15,29.1,32.7,26.9,曇時々晴,薄曇一時晴
2012,7,16,29.5,33.0,27.0,薄曇後時々晴,曇後晴
2012,7,17,29.9,34.4,27.0,晴後一時薄曇,晴一時薄曇
2012,7,18,28.5,32.1,25.7,薄曇,曇一時雨、雷を伴う
2012,7,19,28.2,35.1,21.9,薄曇時々晴,曇
2012,7,20,20.5,22.2,18.2,曇後時々雨,曇時々雨
2012,7,21,19.6,21.9,17.4,曇時々雨,曇後一時雨
2012,7,22,20.8,23.3,18.8,曇,曇一時雨
2012,7,23,25.1,29.0,21.0,曇時々晴,薄曇
2012,7,24,27.8,31.8,23.8,曇後一時雨,曇後一時晴
2012,7,25,29.5,33.2,25.4,薄曇時々晴,曇後一時晴
2012,7,26,30.8,35.4,26.8,晴,晴
2012,7,27,30.0,34.2,27.1,晴時々曇,薄曇
2012,7,28,30.1,33.3,27.5,晴,曇後一時晴
2012,7,29,29.5,33.1,27.3,薄曇一時晴,晴時々薄曇
2012,7,30,29.6,33.3,27.3,晴,曇時々晴
2012,7,31,29.0,33.9,26.5,晴,晴後時々曇
2012,8,1,29.4,33.1,27.1,曇時々晴,晴
2012,8,2,30.2,34.7,27.2,晴,晴後一時曇
2012,8,3,29.8,34.0,27.3,晴時々曇,晴時々曇
2012,8,4,28.6,31.8,26.1,曇後一時雨,晴時々曇
2012,8,5,29.8,34.2,26.6,晴,曇一時晴
2012,8,6,27.4,29.4,25.3,曇時々雨、雷を伴う,曇後一時晴
2012,8,7,28.7,32.4,25.5,晴後時々曇,曇一時晴
2012,8,8,25.8,29.6,23.4,晴一時曇,曇時々晴
2012,8,9,25.9,30.2,22.9,晴,晴後曇
2012,8,10,27.1,31.2,23.8,薄曇,曇
2012,8,11,28.8,31.6,27.2,曇,曇時々雨
2012,8,12,27.6,30.9,25.2,曇後晴,晴時々曇
2012,8,13,29.8,34.5,26.3,晴後一時薄曇,曇後一時雨
2012,8,14,28.6,30.6,26.4,曇時々雨,晴後曇
2012,8,15,29.1,33.4,25.9,曇,曇後晴
2012,8,16,30.1,34.5,27.5,曇時々晴,晴後薄曇
2012,8,17,30.5,35.7,27.5,晴時々薄曇,曇時々雨、雷を伴う
2012,8,18,28.0,30.8,25.5,曇一時雨、雷を伴う,薄曇後晴
2012,8,19,29.0,33.1,26.4,晴,晴
2012,8,20,29.1,33.0,25.0,晴,晴
2012,8,21,29.7,34.0,26.5,快晴,晴
2012,8,22,29.6,33.5,27.0,晴,晴
2012,8,23,30.1,34.2,26.8,晴,晴
